stationID,startTime,endTime,inNums,outNums
0,2019-01-29 00:00:00,2019-01-29 00:10:00,3.4892653965103313,1.4812454483803508
0,2019-01-29 00:10:00,2019-01-29 00:20:00,3.5610435619826513,0.37482729270777027
0,2019-01-29 00:20:00,2019-01-29 00:30:00,3.827425360750365,0.32666714700941757
0,2019-01-29 00:30:00,2019-01-29 00:40:00,3.837646411896412,0.3082474864141107
0,2019-01-29 00:40:00,2019-01-29 00:50:00,3.7824408048519267,0.24421944106803833
0,2019-01-29 00:50:00,2019-01-29 01:00:00,3.9098622366966387,0.18625871409638167
0,2019-01-29 01:00:00,2019-01-29 01:10:00,3.552095777159196,0.35420905871804564
0,2019-01-29 01:10:00,2019-01-29 01:20:00,3.5610435619826513,0.37482729270777027
0,2019-01-29 01:20:00,2019-01-29 01:30:00,3.827425360750365,0.32666714700941757
0,2019-01-29 01:30:00,2019-01-29 01:40:00,3.837646411896412,0.3082474864141107
0,2019-01-29 01:40:00,2019-01-29 01:50:00,3.7824408048519267,0.24421944106803833
0,2019-01-29 01:50:00,2019-01-29 02:00:00,3.9098622366966387,0.18625871409638167
0,2019-01-29 02:00:00,2019-01-29 02:10:00,3.552095777159196,0.35420905871804564
0,2019-01-29 02:10:00,2019-01-29 02:20:00,3.5610435619826513,0.37482729270777027
0,2019-01-29 02:20:00,2019-01-29 02:30:00,3.827425360750365,0.32666714700941757
0,2019-01-29 02:30:00,2019-01-29 02:40:00,3.837646411896412,0.3082474864141107
0,2019-01-29 02:40:00,2019-01-29 02:50:00,3.7824408048519267,0.24421944106803833
0,2019-01-29 02:50:00,2019-01-29 03:00:00,3.9098622366966387,0.18625871409638167
0,2019-01-29 03:00:00,2019-01-29 03:10:00,3.552095777159196,0.35420905871804564
0,2019-01-29 03:10:00,2019-01-29 03:20:00,3.5610435619826513,0.37482729270777027
0,2019-01-29 03:20:00,2019-01-29 03:30:00,3.827425360750365,0.32666714700941757
0,2019-01-29 03:30:00,2019-01-29 03:40:00,3.837646411896412,0.3082474864141107
0,2019-01-29 03:40:00,2019-01-29 03:50:00,3.7824408048519267,0.24421944106803833
0,2019-01-29 03:50:00,2019-01-29 04:00:00,3.9098622366966387,0.18625871409638167
0,2019-01-29 04:00:00,2019-01-29 04:10:00,3.552095777159196,0.35420905871804564
0,2019-01-29 04:10:00,2019-01-29 04:20:00,3.5610435619826513,0.37482729270777027
0,2019-01-29 04:20:00,2019-01-29 04:30:00,3.827425360750365,0.32666714700941757
0,2019-01-29 04:30:00,2019-01-29 04:40:00,3.837646411896412,0.3082474864141107
0,2019-01-29 04:40:00,2019-01-29 04:50:00,3.7824408048519267,0.24421944106803833
0,2019-01-29 04:50:00,2019-01-29 05:00:00,3.9098622366966387,0.18625871409638167
0,2019-01-29 05:00:00,2019-01-29 05:10:00,3.5928419251229027,0.35420905871804564
0,2019-01-29 05:10:00,2019-01-29 05:20:00,3.601789709946358,0.37482729270777027
0,2019-01-29 05:20:00,2019-01-29 05:30:00,3.8681715087140716,0.32666714700941757
0,2019-01-29 05:30:00,2019-01-29 05:40:00,11.153754199536621,0.1125682209133557
0,2019-01-29 05:40:00,2019-01-29 05:50:00,13.795097063525999,0.0
0,2019-01-29 05:50:00,2019-01-29 06:00:00,20.335989029308987,0.8528378687966475
0,2019-01-29 06:00:00,2019-01-29 06:10:00,30.732862267505602,0.0
0,2019-01-29 06:10:00,2019-01-29 06:20:00,30.93341060631243,0.5269217920362179
0,2019-01-29 06:20:00,2019-01-29 06:30:00,48.82671298412542,0.0
0,2019-01-29 06:30:00,2019-01-29 06:40:00,72.72428354857816,15.628243377462452
0,2019-01-29 06:40:00,2019-01-29 06:50:00,95.61124942547305,10.035490881809777
0,2019-01-29 06:50:00,2019-01-29 07:00:00,113.59871253760988,3.694248783437001
0,2019-01-29 07:00:00,2019-01-29 07:10:00,160.50402542269296,6.3815903635847775
0,2019-01-29 07:10:00,2019-01-29 07:20:00,218.34157120527658,7.00786809922902
0,2019-01-29 07:20:00,2019-01-29 07:30:00,273.4619552013252,10.394830022721836
0,2019-01-29 07:30:00,2019-01-29 07:40:00,314.7105545304701,18.975091383237004
0,2019-01-29 07:40:00,2019-01-29 07:50:00,307.7236100144805,25.25793103205943
0,2019-01-29 07:50:00,2019-01-29 08:00:00,353.4025345944776,32.78693517417286
0,2019-01-29 08:00:00,2019-01-29 08:10:00,399.15787435622985,33.63506504453157
0,2019-01-29 08:10:00,2019-01-29 08:20:00,369.51891108476593,62.180766701711
0,2019-01-29 08:20:00,2019-01-29 08:30:00,443.8062275906724,114.0861471038965
0,2019-01-29 08:30:00,2019-01-29 08:40:00,352.55768195204695,223.79544861870644
